Id;Logradouro;Numero;Complemento;Bairro;Referencia;CEP;Transacao;Preco;Data de Transacao;Tipo de Financiamento;Valor Financiado;Cartório de Registro;Matrícula do Imóvel;Situação do SQL;Área do Terreno (m2);Testada (m);Área Construída (m2);Uso (IPTU);Descrição do uso (IPTU);Padrão (IPTU);ACC (IPTU);ACC (IPTU)
2915;AV SAO PAULO PARANA;10100;AP 144 BLOCO;CD SMILEY HOME RESORT;SUBCOND RESIDENCIAL;5574001;1.Compra e venda;415000;04/12/2019;1.Sistema Financeiro de Habitação;310620,34;18  CARTORIO DE REGISTRO DE IMOVEL;237238;Ativo Predial;23582;104,92;178;20;APARTAMENTO EM CONDOMÍNIO (EXIGE FRAÇÃO IDEAL);22;RESIDENCIAL VERTICAL;2016
2916;R PAIS LEME;215;CJ 1616 E 1 ;;THERA FARIA LIMA;5424150;1.Compra e venda;376808,3;06/12/2019;;0;10  CARTORIO DE REGISTRO DE IMOVEL;144032;Ativo Predial;12741;91,48;91;30;ESCRITÓRIO/CONSULTÓRIO EM CONDOMÍNIO (UNID AUTÔNOMA EXIGE FRAÇÃO IDEAL);44;COMERCIAL VERTICAL;2016
2917;R ANTONIO DE LUCENA;22;AP 242;BLOCO A2;TORRE MANACA;3407050;1.Compra e venda;3000000;05/12/2019;;0;9  CARTORIO DE REGISTRO DE IMOVEL;234919;Ativo Predial;35309;555;495;20;APARTAMENTO EM CONDOMÍNIO (EXIGE FRAÇÃO IDEAL);24;RESIDENCIAL VERTICAL;2011
2918;R MAJ QUEDINHO;224;AP 2703 BLOC;;EDIFICIO MOOD;1050030;1.Compra e venda;790000;06/12/2019;;0;5  CARTORIO DE REGISTRO DE IMOVEL;92474;Ativo Predial;4958;51,26;181;20;APARTAMENTO EM CONDOMÍNIO (EXIGE FRAÇÃO IDEAL);23;RESIDENCIAL VERTICAL;2014
2919;R CAP SERVIO RODRIGUES CALDAS;188;AP 72 E 2 VG;TUCURUVI;C SAINT PAUL QUALITY;2244040;1.Compra e venda;137500;12/12/2019;;0;15  CARTORIO DE REGISTRO DE IMOVEL;227264;Ativo Predial;1030;17;134;20;APARTAMENTO EM CONDOMÍNIO (EXIGE FRAÇÃO IDEAL);22;RESIDENCIAL VERTICAL;2013
2920;R FIDELIS PAPINI;100;BL I APTO 24;;;3132020;1.Compra e venda;230000;12/12/2019;;0;6  CARTORIO DE REGISTRO DE IMOVEL;1200;Ativo Predial;4378;93,5;95;20;APARTAMENTO EM CONDOMÍNIO (EXIGE FRAÇÃO IDEAL);22;RESIDENCIAL VERTICAL;1975
2921;AV HORACIO LAFER;62;AP 55;;PEDRA FARIA LIMA;4538080;12.Dação em pagamento por escritura pública;97018,25;06/12/2019;;0;4  CARTORIO DE REGISTRO DE IMOVEL;196803;Ativo Predial;1140;26;115;20;APARTAMENTO EM CONDOMÍNIO (EXIGE FRAÇÃO IDEAL);23;RESIDENCIAL VERTICAL;2018
2922;AV PAULISTA;2001;LOJA 8;CERQUEIRA CESAR;;1311931;8.Cessão de direitos hereditários (ou sucessórios);142970;05/12/2019;;0;13  CARTORIO DE REGISTRO DE IMOVEL;101332;Ativo Predial;2625;25;17;41;LOJA EM EDIFÍCIO EM CONDOMÍNIO (UNIDADE AUTÔNOMA EXIGE FRAÇÃO IDEAL);43;COMERCIAL VERTICAL;1973
2923;R FIDELIS PAPINI;100;BOX 24 SUB S;;;3132020;1.Compra e venda;85000;12/12/2019;;0;6  CARTORIO DE REGISTRO DE IMOVEL;78153;Ativo Predial;4378;93,5;42;24;GARAGEM (UNIDADE AUTÔNOMA) EM EDIFÍCIO EM CONDOMÍNIO DE USO EXCLUSIVAMENTE RESIDENCIAL (EXIGE FRAÇÃO IDEAL);22;RESIDENCIAL VERTICAL;1975
2924;R JOAO GERALDO DOS SANTOS;174;LT 23 E QD D;JD MARIA DO CARMO;;5541230;1.Compra e venda;280000;06/12/2019;;0;18  CARTORIO DE REGISTRO DE IMOVEL;41234;Ativo Territorial;250;6;0;0;TERRENO;0;TERRENO;
2925;R CAP SERVIO RODRIGUES CALDAS;188;AP 72 E 2 VG;TUCURUVI;C SAINT PAUL QUALITY;2244040;12.Dação em pagamento por escritura pública;275000;12/12/2019;;0;15  CARTORIO DE REGISTRO DE IMOVEL;227264;Ativo Predial;1030;17;134;20;APARTAMENTO EM CONDOMÍNIO (EXIGE FRAÇÃO IDEAL);22;RESIDENCIAL VERTICAL;2013
2926;R STA TERESINHA;180;AP 14 E 1VG;TORRE A;;3073060;1.Compra e venda;294190;29/11/2019;1.Sistema Financeiro de Habitação;234800;9  CARTORIO DE REGISTRO DE IMOVEL;273269;Ativo Predial;4742;102,5;94;20;APARTAMENTO EM CONDOMÍNIO (EXIGE FRAÇÃO IDEAL);22;RESIDENCIAL VERTICAL;2015
2927;R HOMERO SALES;126;LOTE  14 A;PIRITUBA;;5126000;1.Compra e venda;590000;05/12/2019;;0;16  CARTORIO DE REGISTRO DE IMOVEL;156423;Ativo Predial;110;3,75;141;10;RESIDÊNCIA;12;RESIDENCIAL HORIZONTAL ;2012
2928;AV HORACIO LAFER;62;AP 85;;PEDRA FARIA LIMA;4538080;12.Dação em pagamento por escritura pública;97018,25;06/12/2019;;0;4  CARTORIO DE REGISTRO DE IMOVEL;196818;Ativo Predial;1140;26;115;20;APARTAMENTO EM CONDOMÍNIO (EXIGE FRAÇÃO IDEAL);23;RESIDENCIAL VERTICAL;2018
2929;AV PAULISTA;2001;LOJA 9;CERQUEIRA CESAR;;1311931;8.Cessão de direitos hereditários (ou sucessórios);142970;05/12/2019;;0;13  CARTORIO DE REGISTRO DE IMOVEL;101333;Ativo Predial;2625;25;17;41;LOJA EM EDIFÍCIO EM CONDOMÍNIO (UNIDADE AUTÔNOMA EXIGE FRAÇÃO IDEAL);43;COMERCIAL VERTICAL;1973
2930;R DOUTOR RUBENS GOMES BUENO;691;CJ 226;BLOCO B;COND 17007 NACOES;4730903;1.Compra e venda;1007914,59;12/12/2019;;0;11  CARTORIO DE REGISTRO DE IMOVEL;438414;Ativo Predial;24404;0;198;30;ESCRITÓRIO/CONSULTÓRIO EM CONDOMÍNIO (UNID AUTÔNOMA EXIGE FRAÇÃO IDEAL);45;COMERCIAL VERTICAL;2017
2931;AV FRANCISCO RODRIGUES;572;APTO 34 BL2;;;2259001;1.Compra e venda;9,09;05/12/2019;;0;15  CARTORIO DE REGISTRO DE IMOVEL;269831;Ativo Predial;981;0;81;20;APARTAMENTO EM CONDOMÍNIO (EXIGE FRAÇÃO IDEAL);22;RESIDENCIAL VERTICAL;1970
2932;R DR VIRGILIO DE CARVALHO PINTO;336;AP 131;;ED MARIA STELLA;5415020;1.Compra e venda;2050000;12/12/2019;;0;10  CARTORIO DE REGISTRO DE IMOVEL;96985;Ativo Predial;1200;24;361;20;APARTAMENTO EM CONDOMÍNIO (EXIGE FRAÇÃO IDEAL);23;RESIDENCIAL VERTICAL;2000
2933;R ULISSES CRUZ;579;AP 104 BL 1;TATUAPE;1VG ED JURUA;3077000;4.Arrematação (em leilão ou hasta pública);305000;25/11/2019;;0;9  CARTORIO DE REGISTRO DE IMOVEL;128532;Ativo Predial;13160;94;111;20;APARTAMENTO EM CONDOMÍNIO (EXIGE FRAÇÃO IDEAL);22;RESIDENCIAL VERTICAL;1991
2934;R BENJAMIM DE OLIVEIRA;73;;;;3006020;1.Compra e venda;1200000;12/12/2019;;0;3  CARTORIO DE REGISTRO DE IMOVEL;87655;Ativo Predial;176;5;175;62;GARAGEM (EXCLUSIVE EM PRÉDIO EM CONDOMÍNIO);82;BARRACÃO/TELHEIRO, OFICINA, POSTO DE SERVIÇO, ARMAZÉM/DEPÓSITO, INDÚSTRIA ;1939
2935;R SERRA DE JUREA;351;AP 807;;TATUAPE FLAT SERVICE;3323020;1.Compra e venda;101000;06/12/2019;;0;9  CARTORIO DE REGISTRO DE IMOVEL;169596;Ativo Predial;1800;0;71;20;APARTAMENTO EM CONDOMÍNIO (EXIGE FRAÇÃO IDEAL);24;RESIDENCIAL VERTICAL;2001
2936;R JAIBA;225;AP 175 2VG;IPIRANGA;ED REFERENCE;4282030;1.Compra e venda;470000;29/11/2019;1.Sistema Financeiro de Habitação;385400;6  CARTORIO DE REGISTRO DE IMOVEL;200144;Ativo Predial;2000;40;122;20;APARTAMENTO EM CONDOMÍNIO (EXIGE FRAÇÃO IDEAL);22;RESIDENCIAL VERTICAL;2012
2937;R OCTAVIO DE MORAES LOPES;71;AP 11 BLOCO ;ALA JADE;JARDINS DE BALI;5382070;1.Compra e venda;369600;12/12/2019;;0;18  CARTORIO DE REGISTRO DE IMOVEL;247603;Ativo Predial;3757;70;166;20;APARTAMENTO EM CONDOMÍNIO (EXIGE FRAÇÃO IDEAL);22;RESIDENCIAL VERTICAL;2018
2938;R ITAPEVA;636;AP 1910 E VG;;ED PAUL WALL S RES;1332000;1.Compra e venda;355000;06/12/2019;;0;4  CARTORIO DE REGISTRO DE IMOVEL;128651;Ativo Predial;3643;71,03;113;25;FLAT RESIDENCIAL EM CONDOMÍNIO (EXIGE FRAÇÃO IDEAL);23;RESIDENCIAL VERTICAL;1991
2939;AV STO ALBANO;848;AP 87;TORRE  2   CONQUISTA;ALCANCE CLUBE RESID.;4296000;1.Compra e venda;110270,9;12/12/2019;;0;14  CARTORIO DE REGISTRO DE IMOVEL;203978;Ativo Predial;6901;0;78;20;APARTAMENTO EM CONDOMÍNIO (EXIGE FRAÇÃO IDEAL);22;RESIDENCIAL VERTICAL;2011
2940;AV RUDGE;810;APTO 74 EDIF;IGNON;;1134902;1.Compra e venda;200000;05/12/2019;;0;15  CARTORIO DE REGISTRO DE IMOVEL;12015;Ativo Predial;4250;50;104;20;APARTAMENTO EM CONDOMÍNIO (EXIGE FRAÇÃO IDEAL);22;RESIDENCIAL VERTICAL;1974
2941;PC ALM PENA BOTTO;50;AP 32 E VG;JD IV CENTENARIO;BLOCO 07;4816100;1.Compra e venda;251000;28/11/2019;;0;11  CARTORIO DE REGISTRO DE IMOVEL;221314;Ativo Predial;14958;184;59;20;APARTAMENTO EM CONDOMÍNIO (EXIGE FRAÇÃO IDEAL);22;RESIDENCIAL VERTICAL;1989
2942;R HENRIQUE MONTEIRO;90;CJ 11 E 2 VG;;ED MARTINHO P UCHOA;5423912;1.Compra e venda;325755,08;06/12/2019;;0;10  CARTORIO DE REGISTRO DE IMOVEL;92053;Ativo Predial;1188;30;191;30;ESCRITÓRIO/CONSULTÓRIO EM CONDOMÍNIO (UNID AUTÔNOMA EXIGE FRAÇÃO IDEAL);43;COMERCIAL VERTICAL;1982
2943;AV HORACIO LAFER;62;AP 112;;PEDRA FARIA LIMA;4538080;12.Dação em pagamento por escritura pública;89957;06/12/2019;;0;4  CARTORIO DE REGISTRO DE IMOVEL;196830;Ativo Predial;1140;26;110;20;APARTAMENTO EM CONDOMÍNIO (EXIGE FRAÇÃO IDEAL);23;RESIDENCIAL VERTICAL;2018
2944;R PROF RODOLFO SAO TIAGO;157;AP 221;BL  TULIPA;LUMINA PARQUE  CLUBE;3059050;1.Compra e venda;567394,5;06/12/2019;;0;7  CARTORIO DE REGISTRO DE IMOVEL;169369;Ativo Predial;13514;318,5;241;20;APARTAMENTO EM CONDOMÍNIO (EXIGE FRAÇÃO IDEAL);23;RESIDENCIAL VERTICAL;2012
2945;AV S JOAO;1140;AP 105;;;1036100;1.Compra e venda;160000;06/12/2019;;0;5  CARTORIO DE REGISTRO DE IMOVEL;83478;Ativo Predial;1296;29,2;33;80;HOTEL, PENSÃO OU HOSPEDARIA;43;COMERCIAL VERTICAL;2006
2946;R DONA MARIA CANDIDA DE LIMA;150;AP 114   TOR;;RES G IMPERIALE II;3264070;1.Compra e venda;296250;10/12/2019;;0;6  CARTORIO DE REGISTRO DE IMOVEL;205215;Ativo Predial;12594;153,06;109;20;APARTAMENTO EM CONDOMÍNIO (EXIGE FRAÇÃO IDEAL);22;RESIDENCIAL VERTICAL;2013
2947;R SAO VICENTE DE PAULO;650;AP 92 BL B;STA CECILIA;;1229010;1.Compra e venda;315000;06/12/2019;;0;2  CARTORIO DE REGISTRO DE IMOVEL;41378;Ativo Predial;1853;20,02;140;20;APARTAMENTO EM CONDOMÍNIO (EXIGE FRAÇÃO IDEAL);22;RESIDENCIAL VERTICAL;1981
2948;AV GIOVANNI GRONCHI;6195;SL 512 E 2VA;EDIF  GIOVANNI GRONCHI;OFFICES CENTER;5724003;1.Compra e venda;195000;06/12/2019;;0;11  CARTORIO DE REGISTRO DE IMOVEL;399735;Ativo Predial;5326;164;108;30;ESCRITÓRIO/CONSULTÓRIO EM CONDOMÍNIO (UNID AUTÔNOMA EXIGE FRAÇÃO IDEAL);43;COMERCIAL VERTICAL;2013
2949;R BENTO FREITAS;181;AP 302;SUBCOND RESIDENCIAL;VIBE REPUBLICA;1220000;1.Compra e venda;326740;11/12/2019;;0;5  CARTORIO DE REGISTRO DE IMOVEL;99440;Ativo Predial;1436;0;57;20;APARTAMENTO EM CONDOMÍNIO (EXIGE FRAÇÃO IDEAL);22;RESIDENCIAL VERTICAL;2017
2950;R ALENCAR ARARIPE;1145;AP 106 BLOCO;BL 1;;4253000;1.Compra e venda;242000;05/12/2019;1.Sistema Financeiro de Habitação;192310,17;6  CARTORIO DE REGISTRO DE IMOVEL;179112;Ativo Predial;5428;159,9;78;20;APARTAMENTO EM CONDOMÍNIO (EXIGE FRAÇÃO IDEAL);22;RESIDENCIAL VERTICAL;2008
2951;R PARACATU;846;AP 122;PQ IMPERIAL;EDIFICIO OCAPORA;4302022;1.Compra e venda;581000;12/12/2019;;0;8  CARTORIO DE REGISTRO DE IMOVEL;192103;Ativo Predial;2753;55,7;143;20;APARTAMENTO EM CONDOMÍNIO (EXIGE FRAÇÃO IDEAL);22;RESIDENCIAL VERTICAL;2016
2952;R HENRIQUE MONTEIRO;90;CJ 12 E 2 VG;;ED MARTINHO P UCHOA;5423912;1.Compra e venda;308080,92;06/12/2019;;0;10  CARTORIO DE REGISTRO DE IMOVEL;92054;Ativo Predial;1188;30;180;30;ESCRITÓRIO/CONSULTÓRIO EM CONDOMÍNIO (UNID AUTÔNOMA EXIGE FRAÇÃO IDEAL);43;COMERCIAL VERTICAL;1982
2953;R PARACATU;846;VG M70;PQ IMPERIAL;EDIFICIO OCAPORA;4302022;1.Compra e venda;108000;12/12/2019;;0;8  CARTORIO DE REGISTRO DE IMOVEL;192124;Ativo Predial;2753;55,7;30;24;GARAGEM (UNIDADE AUTÔNOMA) EM EDIFÍCIO EM CONDOMÍNIO DE USO EXCLUSIVAMENTE RESIDENCIAL (EXIGE FRAÇÃO IDEAL);22;RESIDENCIAL VERTICAL;2016
2954;R CORONEL MARQUES RIBEIRO;555;APTO 4 BL D;;;2068050;1.Compra e venda;85000;06/12/2019;;0;17  CARTORIO DE REGISTRO DE IMOVEL;41565;Ativo Predial;2500;100;47;20;APARTAMENTO EM CONDOMÍNIO (EXIGE FRAÇÃO IDEAL);21;RESIDENCIAL VERTICAL;1972
2955;R PARACATU;846;VG M71;PQ IMPERIAL;EDIFICIO OCAPORA;4302022;1.Compra e venda;108000;12/12/2019;;0;8  CARTORIO DE REGISTRO DE IMOVEL;192125;Ativo Predial;2753;55,7;30;24;GARAGEM (UNIDADE AUTÔNOMA) EM EDIFÍCIO EM CONDOMÍNIO DE USO EXCLUSIVAMENTE RESIDENCIAL (EXIGE FRAÇÃO IDEAL);22;RESIDENCIAL VERTICAL;2016
2956;R HENRIQUE MONTEIRO;90;CJ 21 E 2 VG;;ED MARTINHO P UCHOA;5423912;1.Compra e venda;325755,08;06/12/2019;;0;10  CARTORIO DE REGISTRO DE IMOVEL;92055;Ativo Predial;1188;30;191;30;ESCRITÓRIO/CONSULTÓRIO EM CONDOMÍNIO (UNID AUTÔNOMA EXIGE FRAÇÃO IDEAL);43;COMERCIAL VERTICAL;1982
2957;R JOAQUIM NABUCO;1755;;;;4621005;1.Compra e venda;375000;05/12/2019;1.Sistema Financeiro de Habitação;300000;15  CARTORIO DE REGISTRO DE IMOVEL;39506;Ativo Predial;63;3,53;113;10;RESIDÊNCIA;12;RESIDENCIAL HORIZONTAL ;1970
2958;AV CARLOS QUEIROZ TELLES;99999;LOTE A 1;IBIRAPUERA;;5704150;1.Compra e venda;569849,85;22/11/2019;1.Sistema Financeiro de Habitação;440000;15  CARTORIO DE REGISTRO DE IMOVEL;271035;Ativo Territorial;8066;8;0;0;TERRENO;0;TERRENO;
2959;AV PROFESSOR GIOIA MARTINS;199;AP 37 1VG;BLOCO 4;;5632020;1.Compra e venda;228868,74;06/12/2019;;0;18  CARTORIO DE REGISTRO DE IMOVEL;219816;Ativo Predial;6994;168,76;101;20;APARTAMENTO EM CONDOMÍNIO (EXIGE FRAÇÃO IDEAL);22;RESIDENCIAL VERTICAL;2013
2960;AV HORACIO LAFER;62;AP 92;;PEDRA FARIA LIMA;4538080;12.Dação em pagamento por escritura pública;89957;06/12/2019;;0;4  CARTORIO DE REGISTRO DE IMOVEL;196820;Ativo Predial;1140;26;110;20;APARTAMENTO EM CONDOMÍNIO (EXIGE FRAÇÃO IDEAL);23;RESIDENCIAL VERTICAL;2018
2961;AV BRIGADEIRO LUIS ANTONIO;733;APTO 1309 BL;CJ HAB  NV  PERIMETRAL;;1317904;1.Compra e venda;305000;06/12/2019;;0;1  CARTORIO DE REGISTRO DE IMOVEL;6976;Ativo Predial;5192;64,8;50;20;APARTAMENTO EM CONDOMÍNIO (EXIGE FRAÇÃO IDEAL);22;RESIDENCIAL VERTICAL;1970
2962;R BOA ESPERANCA;267;AP 241   BL ;TORRE EVIAN;COND PRACA DAS AGUAS;3408000;1.Compra e venda;2800800;06/12/2019;;0;9  CARTORIO DE REGISTRO DE IMOVEL;234163;Ativo Predial;17986;0;636;20;APARTAMENTO EM CONDOMÍNIO (EXIGE FRAÇÃO IDEAL);24;RESIDENCIAL VERTICAL;2011
2963;AV ALVARO RAMOS;183;AP 191;CONDOMINIO JK;ED FATIMA;3058060;1.Compra e venda;391990,29;29/11/2019;1.Sistema Financeiro de Habitação;300000;7  CARTORIO DE REGISTRO DE IMOVEL;122314;Ativo Predial;5775;65,87;121;20;APARTAMENTO EM CONDOMÍNIO (EXIGE FRAÇÃO IDEAL);22;RESIDENCIAL VERTICAL;1996
2964;AV CARLOS QUEIROZ TELLES;99999;LOTE A 1;IBIRAPUERA;;5704150;1.Compra e venda;608526,08;22/11/2019;1.Sistema Financeiro de Habitação;470000;15  CARTORIO DE REGISTRO DE IMOVEL;271036;Ativo Territorial;8066;8;0;0;TERRENO;0;TERRENO;
2965;R CORREIA DA CAMARA;452;AP 714;VL  TOLSTOI;;3268160;1.Compra e venda;184000;18/11/2019;2.Minha Casa Minha Vida;145906,96;6  CARTORIO DE REGISTRO DE IMOVEL;232975;Ativo Predial;2032;40;1604;73; ;92;TEMPLO, CLUBE, GINÁSIO OU ESTÁDIOESPORTIVO, MUSEU, HIPÓDROMO, CINEMA,TEATRO, AEROPORTO, ESTAÇÕES, ETC.;1985
2966;R HENRIQUE MONTEIRO;90;CJ 22 E 2 VG;;ED MARTINHO P UCHOA;5423912;1.Compra e venda;308080,92;06/12/2019;;0;10  CARTORIO DE REGISTRO DE IMOVEL;92056;Ativo Predial;1188;30;180;30;ESCRITÓRIO/CONSULTÓRIO EM CONDOMÍNIO (UNID AUTÔNOMA EXIGE FRAÇÃO IDEAL);43;COMERCIAL VERTICAL;1982
2967;R CRUZ DAS ALMAS;301;AP 104 BL 3;C H JABAQUARA V;C LE CORBUSIER;4330060;3.Adjudicação (vinculada a processo de execução ou cobrança de dívida);166283;04/12/2019;;0;8  CARTORIO DE REGISTRO DE IMOVEL;111126;Ativo Predial;12476;140,44;63;20;APARTAMENTO EM CONDOMÍNIO (EXIGE FRAÇÃO IDEAL);22;RESIDENCIAL VERTICAL;1989
2968;AV DR CARDOSO DE MELO;451;AP 54;VL OLIMPIA;;4548002;8.Cessão de direitos hereditários (ou sucessórios);267244;06/12/2019;;0;4  CARTORIO DE REGISTRO DE IMOVEL;2927;Ativo Predial;1000;20;90;20;APARTAMENTO EM CONDOMÍNIO (EXIGE FRAÇÃO IDEAL);22;RESIDENCIAL VERTICAL;1975
2969;AV INTERLAGOS;800;BL C2 AP 52 ;CAMPO GRANDE;BLOCO C2 - IPORANGA;4660000;1.Compra e venda;1050000;05/12/2019;;0;11  CARTORIO DE REGISTRO DE IMOVEL;397929;Ativo Predial;66044;219,55;239;20;APARTAMENTO EM CONDOMÍNIO (EXIGE FRAÇÃO IDEAL);24;RESIDENCIAL VERTICAL;2012
2970;AV SEN TEOTONIO VILELA;4029;AP 42 E VG P;RIO BONITO;ED GABAO;4833901;1.Compra e venda;28000;10/12/2019;;0;11  CARTORIO DE REGISTRO DE IMOVEL;240885;Ativo Predial;89295;583,7;63;20;APARTAMENTO EM CONDOMÍNIO (EXIGE FRAÇÃO IDEAL);21;RESIDENCIAL VERTICAL;1991
2971;R FERNAO DIAS;98;BOX 51 A;PINHEIROS;ED MAUI;5427000;5.Excesso de meação ou quinhão na partilha;13500;02/08/2017;;0;10  CARTORIO DE REGISTRO DE IMOVEL;78609;Ativo Predial;1450;29,3;34;24;GARAGEM (UNIDADE AUTÔNOMA) EM EDIFÍCIO EM CONDOMÍNIO DE USO EXCLUSIVAMENTE RESIDENCIAL (EXIGE FRAÇÃO IDEAL);24;RESIDENCIAL VERTICAL;1991
2972;ES CARLOS QUEIROZ TELLES;99999;AP 72 BL X;IBIRAPUERA;;5704150;1.Compra e venda;413462,99;06/12/2019;;0;15  CARTORIO DE REGISTRO DE IMOVEL;271022;Ativo Territorial;8066;8;0;0;TERRENO;0;TERRENO;
2973;R CRASSO;95;;;;5043010;1.Compra e venda;1367800;06/12/2019;;0;10  CARTORIO DE REGISTRO DE IMOVEL;25509;Ativo Predial;200;10;200;60;OFICINA;82;BARRACÃO/TELHEIRO, OFICINA, POSTO DE SERVIÇO, ARMAZÉM/DEPÓSITO, INDÚSTRIA ;1940
2974;R PADRE JOAO MANUEL;607;AP 71 E 5VGS;JARDIM PAULISTA;ED ACQUA MARINA;1411001;1.Compra e venda;10000000;06/12/2019;;0;13  CARTORIO DE REGISTRO DE IMOVEL;82520;Ativo Predial;1339;37,06;730;20;APARTAMENTO EM CONDOMÍNIO (EXIGE FRAÇÃO IDEAL);25;RESIDENCIAL VERTICAL;2003
2975;R DAVI HUME;163;AP 72 E 3VG;;ED GREEN GARDEN;4116130;1.Compra e venda;1600000;21/11/2019;;0;1  CARTORIO DE REGISTRO DE IMOVEL;104761;Ativo Predial;2298;0;384;20;APARTAMENTO EM CONDOMÍNIO (EXIGE FRAÇÃO IDEAL);24;RESIDENCIAL VERTICAL;1990
2976;R JOSE MARIA LISBOA;54;ALTOS E BAIXOS;JARDIM PAULISTA;;1423000;5.Excesso de meação ou quinhão na partilha;8688,77;08/08/1994;;0;4  CARTORIO DE REGISTRO DE IMOVEL;0;Ativo Predial;108;5;120;31;PRÉDIO DE ESCRITÓRIO OU CONSULTÓRIO, NÃO EM CONDOMÍNIO, COM OU SEM LOJAS;42;COMERCIAL VERTICAL;1919
2977;R EPEIRA;179;;VL MADALENA;;5447020;1.Compra e venda;1350000;12/12/2019;;0;10  CARTORIO DE REGISTRO DE IMOVEL;69870;Ativo Predial;176;5;220;10;RESIDÊNCIA;12;RESIDENCIAL HORIZONTAL ;1972
2978;R CRASSO;83;;;;5043010;1.Compra e venda;2487800;06/12/2019;;0;10  CARTORIO DE REGISTRO DE IMOVEL;25509;Ativo Predial;364;17,6;179;60;OFICINA;81;BARRACÃO/TELHEIRO;1990
2979;AV CELSO GARCIA;1907;AP 162;BELENZINHO;ED QUARTZO;3015000;9.Cessão dos direitos do adjudicatário;127097,5;12/12/2019;;0;7  CARTORIO DE REGISTRO DE IMOVEL;139896;Ativo Predial;65254;180,85;96;20;APARTAMENTO EM CONDOMÍNIO (EXIGE FRAÇÃO IDEAL);22;RESIDENCIAL VERTICAL;2005
2980;R OSCAR CINTRA GORDINHO;223;APTO 29;;;1512010;1.Compra e venda;100000;05/12/2019;;0;1  CARTORIO DE REGISTRO DE IMOVEL;36794;Ativo Predial;464;16;32;20;APARTAMENTO EM CONDOMÍNIO (EXIGE FRAÇÃO IDEAL);22;RESIDENCIAL VERTICAL;1970
2981;R FAUSTOLO;428;434;;;5041000;1.Compra e venda;3144400;06/12/2019;;0;10  CARTORIO DE REGISTRO DE IMOVEL;25509;Ativo Predial;460;20;532;43;OUTRAS EDIFICAÇÕES DO TIPO, COM UTILIZAÇÃO MÚLTIPLA;32;COMERCIAL HORIZONTAL;1973
2982;AV CHIBARAS;44;AP 502;MOEMA;;4076000;1.Compra e venda;790000;09/12/2019;;0;15  CARTORIO DE REGISTRO DE IMOVEL;183388;Ativo Predial;1840;46;123;20;APARTAMENTO EM CONDOMÍNIO (EXIGE FRAÇÃO IDEAL);23;RESIDENCIAL VERTICAL;2006
2983;AV ZUMKELLER;919;AP 63;MANDAQUI;BL 1 ED GIACOMETTI;2420001;5.Excesso de meação ou quinhão na partilha;6332,73;29/08/2019;;0;3  CARTORIO DE REGISTRO DE IMOVEL;69594;Ativo Predial;4543;83,76;135;20;APARTAMENTO EM CONDOMÍNIO (EXIGE FRAÇÃO IDEAL);22;RESIDENCIAL VERTICAL;1991
2984;R ALUISIO AZEVEDO;99;AP 63;;BL B;2021901;1.Compra e venda;408000;05/12/2019;;0;3  CARTORIO DE REGISTRO DE IMOVEL;49146;Ativo Predial;3199;43,6;120;20;APARTAMENTO EM CONDOMÍNIO (EXIGE FRAÇÃO IDEAL);22;RESIDENCIAL VERTICAL;1984
2985;R CONSTANTINO DE SOUSA;319;AP 83 E VG;;GREENWICH VILLAGE;4605000;1.Compra e venda;465000;06/12/2019;;0;15  CARTORIO DE REGISTRO DE IMOVEL;255710;Ativo Predial;1000;50;91;20;APARTAMENTO EM CONDOMÍNIO (EXIGE FRAÇÃO IDEAL);22;RESIDENCIAL VERTICAL;2016
2986;R DIANA;740;AP 142 E 2VG;PERDIZES;ED C DE PIEMONTE;5019000;1.Compra e venda;960000;10/12/2019;;0;2  CARTORIO DE REGISTRO DE IMOVEL;79860;Ativo Predial;1200;30;224;20;APARTAMENTO EM CONDOMÍNIO (EXIGE FRAÇÃO IDEAL);23;RESIDENCIAL VERTICAL;1993
2987;R DONA ELISA;150;AP 141 1VG E;EDIFICIO AMARALIS;H ESP VIDA PACAEMBU;1155901;1.Compra e venda;750000;25/11/2019;1.Sistema Financeiro de Habitação;565800;2  CARTORIO DE REGISTRO DE IMOVEL;119321;Ativo Predial;3399;73,41;129;20;APARTAMENTO EM CONDOMÍNIO (EXIGE FRAÇÃO IDEAL);22;RESIDENCIAL VERTICAL;2010
2988;R DAS TAINHAS;0;LT 1 QD E VL;CURY;;4475070;1.Compra e venda;170000;09/12/2019;;0;11  CARTORIO DE REGISTRO DE IMOVEL;218950;Ativo Territorial;320;10,4;0;0;TERRENO;0;TERRENO;
2989;R CARNOT;142;170;CANINDE;;3032030;1.Compra e venda;5000000;09/12/2019;;0;5  CARTORIO DE REGISTRO DE IMOVEL;6455;Cancelado Predial;939;26,1;1062;40;LOJA;33;COMERCIAL HORIZONTAL;1925
2990;AV CAXINGUI;231;AP 112 E 2 V;BL A;;5579000;1.Compra e venda;1225000;12/12/2019;;0;18  CARTORIO DE REGISTRO DE IMOVEL;99862;Ativo Predial;3181;121,24;279;20;APARTAMENTO EM CONDOMÍNIO (EXIGE FRAÇÃO IDEAL);23;RESIDENCIAL VERTICAL;1988
